iid,gender,order,pid,int_corr,samerace,age_o,age,field,race,from,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr,sinc,intel,fun,amb,shar,like,prob,match_es,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,dec
105,1,7,92,0.03,0,29,25,law,1,Texas,Law,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,8.0,7.0,8.0,7.0,6.0,6.0,7.0,3.0,NA,NA,NA,NA,NA,NA,yes
105,1,8,93,-0.36,0,29,25,law,1,Texas,Law,9,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5,8.0,7.0,8.0,7.0,6.0,5.0,7.0,4.0,NA,NA,NA,NA,NA,NA,yes
106,1,3,76,0.06,0,34,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,8.0,3.0,7.0,8.0,4.0,NA,3.0,2.0,4.0,NA,NA,NA,NA,NA,no
106,1,8,77,-0.11,0,22,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,7.0,5.0,7.0,6.0,4.0,NA,8.0,5.0,4.0,NA,NA,NA,NA,NA,yes
106,1,14,78,0.09,1,23,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,10.0,10.0,10.0,8.0,8.0,NA,8.0,2.0,4.0,NA,NA,NA,NA,NA,yes
106,1,13,79,0.24,0,26,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,8.0,10.0,10.0,6.0,9.0,8.0,9.0,2.0,4.0,NA,NA,NA,NA,NA,yes
106,1,12,80,0.05,0,27,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,8.0,10.0,7.0,3.0,10.0,4.0,5.0,3.0,4.0,NA,NA,NA,NA,NA,no
106,1,17,81,0.09,0,28,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,9.0,5.0,6.0,3.0,10.0,9.0,3.0,7.0,4.0,NA,NA,NA,NA,NA,no
106,1,4,82,0.04,0,25,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,6.0,10.0,5.0,5.0,3.0,NA,6.0,6.0,4.0,NA,NA,NA,NA,NA,no
106,1,10,83,0.17,1,35,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,4.0,NA,NA,NA,NA,NA,yes
106,1,11,84,-0.06,1,32,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,10.0,10.0,10.0,8.0,8.0,8.0,10.0,6.0,4.0,NA,NA,NA,NA,NA,yes
106,1,18,85,0.44,0,30,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,6.0,10.0,6.0,3.0,6.0,NA,4.0,5.0,4.0,NA,NA,NA,NA,NA,no
106,1,5,86,0.21,0,22,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,8.0,6.0,7.0,8.0,9.0,1.0,7.0,6.0,4.0,NA,NA,NA,NA,NA,no
106,1,7,87,-0.26,0,23,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,7.0,3.0,6.0,8.0,4.0,NA,5.0,2.0,4.0,NA,NA,NA,NA,NA,no
106,1,6,88,0.18,0,23,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,8.0,10.0,8.0,8.0,6.0,5.0,7.0,3.0,4.0,NA,NA,NA,NA,NA,yes
106,1,1,89,0.38,0,27,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,8.0,8.0,8.0,8.0,10.0,NA,8.0,5.0,4.0,NA,NA,NA,NA,NA,yes
106,1,2,90,0.1,0,23,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,6.0,10.0,8.0,3.0,NA,4.0,7.0,7.0,4.0,NA,NA,NA,NA,NA,no
106,1,9,91,0.31,0,25,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,4.0,NA,NA,NA,NA,NA,yes
106,1,15,92,0.06,0,29,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,6.0,10.0,4.0,4.0,6.0,NA,2.0,1.0,4.0,NA,NA,NA,NA,NA,no
106,1,16,93,0.37,0,29,22,Law,3,Texas,Law,2,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3,9.0,10.0,10.0,8.0,8.0,8.0,10.0,6.0,4.0,NA,NA,NA,NA,NA,yes
107,1,12,76,0.36,1,34,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,NA,NA,NA,NA,NA,NA,yes
107,1,17,77,0.63,1,22,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6.0,8.0,8.0,8.0,9.0,7.0,6.5,7.0,NA,NA,NA,NA,NA,NA,yes
107,1,5,78,0.65,0,23,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6.5,7.0,6.5,5.0,5.0,5.0,5.5,5.0,NA,NA,NA,NA,NA,NA,yes
107,1,4,79,0.52,0,26,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6.0,8.0,9.0,7.0,6.0,5.0,6.0,5.0,NA,NA,NA,NA,NA,NA,yes
107,1,3,80,0.07,0,27,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6.0,8.0,8.0,5.5,6.0,2.0,5.0,6.5,NA,NA,NA,NA,NA,NA,no
107,1,8,81,0.51,1,28,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,10.0,9.0,9.0,9.0,9.0,8.0,9.0,7.0,NA,NA,NA,NA,NA,NA,yes
107,1,13,82,0.71,0,25,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,8.0,8.0,8.0,8.0,7.0,7.5,8.5,6.5,NA,NA,NA,NA,NA,NA,yes
107,1,1,83,0.72,0,35,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,9.0,10.0,9.0,8.0,7.0,6.5,8.0,9.0,NA,NA,NA,NA,NA,NA,yes
107,1,2,84,0.71,0,32,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,7.0,7.0,8.5,6.5,9.0,4.0,5.0,3.0,NA,NA,NA,NA,NA,NA,no
107,1,9,85,0.56,1,30,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,8.0,8.0,7.0,8.0,6.0,8.0,7.0,6.0,NA,NA,NA,NA,NA,NA,yes
107,1,14,86,0.52,1,22,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,NA,NA,NA,NA,NA,NA,yes
107,1,16,87,0.72,1,23,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,9.0,9.0,9.0,9.0,9.0,8.5,8.0,8.0,NA,NA,NA,NA,NA,NA,yes
107,1,15,88,0.18,1,23,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,NA,NA,NA,NA,NA,NA,yes
107,1,10,89,0.58,1,27,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,8.0,7.0,9.0,6.0,9.0,4.0,7.0,6.0,NA,NA,NA,NA,NA,NA,no
107,1,11,90,0.23,0,23,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,7.0,8.0,8.0,6.0,6.0,2.0,4.0,4.0,NA,NA,NA,NA,NA,NA,no
107,1,18,91,0.42,0,25,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,8.0,9.0,8.0,8.0,8.0,7.0,9.0,9.0,NA,NA,NA,NA,NA,NA,yes
107,1,6,92,0.8,1,29,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,9.0,9.0,9.0,9.0,9.0,8.0,8.0,6.0,NA,NA,NA,NA,NA,NA,yes
107,1,7,93,0.23,1,29,21,Religion,2,"Ann Arbor, MI",Teacher/Professor,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,7.5,8.5,9.0,9.5,9.5,9.0,8.0,6.5,NA,NA,NA,NA,NA,NA,yes
108,1,16,76,0.32,1,34,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,7.0,7.0,8.0,7.0,5.0,8.0,6.0,5.0,3.0,NA,NA,NA,NA,NA,no
108,1,3,77,0.41,1,22,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,9.0,6.0,7.0,6.0,5.0,3.0,5.0,2.0,3.0,NA,NA,NA,NA,NA,no
108,1,9,78,0.51,0,23,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,7.0,7.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,NA,NA,NA,NA,NA,no
108,1,8,79,0.6,0,26,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,7.0,8.0,7.0,7.0,4.0,7.0,7.0,5.0,3.0,NA,NA,NA,NA,NA,yes
108,1,7,80,0.31,0,27,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,6.0,8.0,8.0,7.0,6.0,2.0,6.0,6.0,3.0,NA,NA,NA,NA,NA,no
108,1,12,81,0.55,1,28,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,8.0,7.0,6.0,7.0,6.0,6.0,7.0,5.0,3.0,NA,NA,NA,NA,NA,yes
108,1,17,82,0.56,0,25,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,6.0,7.0,6.0,7.0,5.0,4.0,6.0,4.0,3.0,NA,NA,NA,NA,NA,no
108,1,5,83,0.83,0,35,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,6.0,7.0,5.0,7.0,6.0,4.0,6.0,5.0,3.0,NA,NA,NA,NA,NA,no
108,1,6,84,0.76,0,32,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,7.0,8.0,9.0,8.0,8.0,5.0,7.0,5.0,3.0,NA,NA,NA,NA,NA,yes
108,1,13,85,0.33,1,30,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,7.0,7.0,6.0,5.0,4.0,3.0,5.0,3.0,3.0,NA,NA,NA,NA,NA,no
108,1,18,86,0.44,1,22,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,8.0,6.0,8.0,7.0,7.0,5.0,8.0,2.0,3.0,NA,NA,NA,NA,NA,yes
108,1,2,87,0.55,1,23,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,7.0,7.0,6.0,6.0,7.0,3.0,5.0,4.0,3.0,NA,NA,NA,NA,NA,no
108,1,1,88,0.31,1,23,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,8.0,9.0,7.0,8.0,5.0,4.0,7.0,6.0,3.0,NA,NA,NA,NA,NA,yes
108,1,14,89,0.39,1,27,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,6.0,5.0,7.0,6.0,6.0,4.0,5.0,3.0,3.0,NA,NA,NA,NA,NA,no
108,1,15,90,0.52,0,23,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,6.0,8.0,7.0,6.0,5.0,3.0,5.0,4.0,3.0,NA,NA,NA,NA,NA,no
108,1,4,91,0.39,0,25,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,8.0,7.0,7.0,9.0,8.0,4.0,7.0,5.0,3.0,NA,NA,NA,NA,NA,yes
108,1,10,92,0.72,1,29,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,8.0,7.0,6.0,6.0,8.0,2.0,6.0,4.0,3.0,NA,NA,NA,NA,NA,no
108,1,11,93,0.09,1,29,24,Electrical Engineering,2,Spain,Engineering,7,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2,8.0,8.0,7.0,7.0,6.0,4.0,7.0,4.0,3.0,NA,NA,NA,NA,NA,yes
109,1,8,76,0.63,0,34,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,8.0,10.0,8.0,8.0,8.0,7.0,8.0,5.0,2.0,NA,NA,NA,NA,NA,yes
109,1,13,77,0.56,0,22,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,7.0,10.0,8.0,7.0,5.0,4.0,7.0,5.0,2.0,NA,NA,NA,NA,NA,yes
109,1,1,78,0.59,0,23,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,7.0,10.0,8.0,8.0,8.0,3.0,7.0,5.0,2.0,NA,NA,NA,NA,NA,yes
109,1,18,79,0.8,1,26,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,7.0,10.0,7.0,7.0,7.0,5.0,7.0,5.0,2.0,NA,NA,NA,NA,NA,yes
109,1,17,80,0.34,1,27,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,7.0,10.0,7.0,7.0,7.0,5.0,7.0,5.0,2.0,NA,NA,NA,NA,NA,yes
109,1,4,81,0.6,0,28,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,8.0,10.0,8.0,6.0,8.0,5.0,8.0,5.0,2.0,NA,NA,NA,NA,NA,yes
109,1,9,82,0.66,0,25,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,7.0,10.0,8.0,8.0,7.0,5.0,8.0,5.0,2.0,NA,NA,NA,NA,NA,yes
109,1,15,83,0.81,0,35,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,7.0,10.0,8.0,7.0,7.0,5.0,8.0,5.0,2.0,NA,NA,NA,NA,NA,yes
109,1,16,84,0.65,0,32,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,7.0,10.0,8.0,8.0,6.0,7.0,8.0,5.0,2.0,NA,NA,NA,NA,NA,yes
109,1,5,85,0.59,0,30,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,7.0,10.0,8.0,8.0,7.0,4.0,7.0,5.0,2.0,NA,NA,NA,NA,NA,yes
109,1,10,86,0.73,0,22,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,7.0,10.0,8.0,8.0,7.0,8.0,7.0,5.0,2.0,NA,NA,NA,NA,NA,yes
109,1,12,87,0.27,0,23,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,7.0,10.0,8.0,8.0,7.0,8.0,6.0,6.0,2.0,NA,NA,NA,NA,NA,yes
109,1,11,88,0.3,0,23,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,7.0,10.0,7.0,6.0,6.0,7.0,5.0,5.0,2.0,NA,NA,NA,NA,NA,no
109,1,6,89,0.58,0,27,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,8.0,10.0,8.0,6.0,8.0,3.0,5.0,5.0,2.0,NA,NA,NA,NA,NA,no
109,1,7,90,0.4,1,23,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,7.0,10.0,8.0,6.0,8.0,3.0,5.0,5.0,2.0,NA,NA,NA,NA,NA,yes
109,1,14,91,0.62,0,25,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,10.0,10.0,8.0,7.0,8.0,5.0,7.0,5.0,2.0,NA,NA,NA,NA,NA,yes
109,1,2,92,0.6,0,29,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,9.0,10.0,8.0,6.0,8.0,3.0,8.0,5.0,2.0,NA,NA,NA,NA,NA,yes
109,1,3,93,0.34,0,29,25,Film,4,Hong Kong,film,2,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3,7.0,10.0,8.0,7.0,7.0,3.0,8.0,5.0,2.0,NA,NA,NA,NA,NA,yes
110,1,7,76,0.53,1,34,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6.0,6.0,8.0,8.0,7.0,3.0,7.0,6.0,3.0,NA,NA,NA,NA,NA,yes
110,1,12,77,0.76,1,22,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6.0,7.0,8.0,6.0,9.0,8.0,5.0,3.0,3.0,NA,NA,NA,NA,NA,no
110,1,18,78,0.79,0,23,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,5.0,5.0,7.0,4.0,6.0,NA,4.0,2.0,3.0,NA,NA,NA,NA,NA,no
110,1,17,79,0.54,0,26,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,5.0,8.0,9.0,8.0,6.0,NA,5.0,2.0,3.0,NA,NA,NA,NA,NA,no
110,1,16,80,0.17,0,27,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6.0,8.0,8.0,6.0,9.0,NA,5.0,2.0,3.0,NA,NA,NA,NA,NA,no
110,1,3,81,0.67,1,28,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,5.0,5.0,8.0,5.0,10.0,5.0,4.0,2.0,3.0,NA,NA,NA,NA,NA,no
110,1,8,82,0.76,0,25,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6.0,8.0,9.0,8.0,6.0,7.0,5.0,5.0,3.0,NA,NA,NA,NA,NA,no
110,1,14,83,0.62,0,35,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,7.0,8.0,9.0,8.0,8.0,NA,5.0,3.0,3.0,NA,NA,NA,NA,NA,no
110,1,15,84,0.61,0,32,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,8.0,6.0,7.0,6.0,8.0,NA,5.0,2.0,3.0,NA,NA,NA,NA,NA,no
110,1,4,85,0.54,1,30,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6.0,8.0,8.0,8.0,8.0,NA,6.0,4.0,3.0,NA,NA,NA,NA,NA,yes
110,1,9,86,0.5,1,22,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,7.0,8.0,9.0,8.0,7.0,8.0,8.0,6.0,3.0,NA,NA,NA,NA,NA,yes
110,1,11,87,0.52,1,23,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,7.0,8.0,8.0,7.0,9.0,NA,7.0,4.0,3.0,NA,NA,NA,NA,NA,yes
110,1,10,88,0.52,1,23,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6.0,8.0,8.0,7.0,6.0,6.0,6.0,5.0,3.0,NA,NA,NA,NA,NA,no
110,1,5,89,0.36,1,27,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,5.0,7.0,8.0,5.0,9.0,6.0,6.0,6.0,3.0,NA,NA,NA,NA,NA,no
110,1,6,90,0.5,0,23,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,5.0,6.0,8.0,4.0,NA,NA,5.0,6.0,3.0,NA,NA,NA,NA,NA,no
110,1,13,91,0.61,0,25,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,8.0,8.0,8.0,7.0,8.0,NA,6.0,4.0,3.0,NA,NA,NA,NA,NA,yes
110,1,1,92,0.75,1,29,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,9.0,NA,8.0,8.0,7.0,5.0,7.0,6.0,3.0,NA,NA,NA,NA,NA,yes
110,1,2,93,0.31,1,29,28,Film,2,Ann Arbor,Writer,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,5.0,7.0,8.0,7.0,8.0,8.0,5.0,6.0,3.0,NA,NA,NA,NA,NA,no
111,1,6,76,0.43,0,34,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,3.0,4.0,8.0,8.0,6.0,4.0,5.0,5.0,NA,NA,NA,NA,NA,NA,no
111,1,11,77,0.29,0,22,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,6.0,7.0,7.0,5.0,6.0,5.0,5.0,5.0,NA,NA,NA,NA,NA,NA,no
111,1,17,78,0.56,0,23,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,4.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,NA,NA,NA,NA,NA,NA,no
111,1,16,79,0.4,1,26,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,3.0,6.0,5.0,5.0,3.0,7.0,5.0,4.0,NA,NA,NA,NA,NA,NA,no
111,1,15,80,0.07,1,27,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,5.0,5.0,6.0,3.0,5.0,5.0,4.0,4.0,NA,NA,NA,NA,NA,NA,no
111,1,2,81,0.46,0,28,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,4.0,4.0,7.0,6.0,8.0,3.0,4.0,2.0,NA,NA,NA,NA,NA,NA,no
111,1,7,82,0.61,0,25,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,5.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,NA,NA,NA,NA,NA,NA,no
111,1,13,83,0.4,0,35,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,3.0,7.0,6.0,7.0,5.0,8.0,6.0,4.0,NA,NA,NA,NA,NA,NA,no
111,1,14,84,0.43,0,32,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,2.0,6.0,6.0,5.0,5.0,3.0,5.0,5.0,NA,NA,NA,NA,NA,NA,no
111,1,3,85,0.26,0,30,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,3.0,8.0,7.0,6.0,7.0,6.0,6.0,3.0,NA,NA,NA,NA,NA,NA,no
111,1,8,86,0.18,0,22,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,5.0,6.0,7.0,4.0,7.0,3.0,4.0,3.0,NA,NA,NA,NA,NA,NA,no
111,1,10,87,0.35,0,23,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,7.0,6.0,7.0,5.0,5.0,4.0,5.0,5.0,NA,NA,NA,NA,NA,NA,no
111,1,9,88,0.14,0,23,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,6.0,6.0,7.0,5.0,5.0,4.0,4.0,3.0,NA,NA,NA,NA,NA,NA,no
111,1,4,89,0.08,0,27,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,7.0,7.0,6.0,6.0,8.0,7.0,7.0,3.0,NA,NA,NA,NA,NA,NA,no
111,1,5,90,0.74,1,23,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,3.0,8.0,5.0,4.0,5.0,7.0,6.0,5.0,NA,NA,NA,NA,NA,NA,no
111,1,12,91,0.26,0,25,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,8.0,7.0,8.0,5.0,6.0,6.0,7.0,5.0,NA,NA,NA,NA,NA,NA,no
111,1,18,92,0.5,0,29,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,7.0,6.0,6.0,3.0,4.0,4.0,4.0,4.0,NA,NA,NA,NA,NA,NA,no
111,1,1,93,-0.03,0,29,27,Business,4,Philippines,consulting,9,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5,5.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,NA,NA,NA,NA,NA,NA,no
112,0,8,122,-0.29,1,22,20,Sociology,6,New Jersey,Social work,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6,7.0,7.0,7.0,9.0,7.0,8.0,8.0,8.0,8.0,NA,NA,NA,NA,NA,yes
112,0,2,123,-0.37,0,18,20,Sociology,6,New Jersey,Social work,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6,4.0,8.0,7.0,4.0,9.0,3.0,4.0,5.0,8.0,NA,NA,NA,NA,NA,no
112,0,5,124,0.26,0,22,20,Sociology,6,New Jersey,Social work,8,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6,5.0,1.0,6.0,2.0,8.0,1.0,1.0,2.0,8.0,NA,NA,NA,NA,NA,no
