state,name,FIPS,pop2010,pop2000,age_under_5,age_under_18,age_over_65,female,white,black,native,asian,pac_isl,two_plus_races,hispanic,white_not_hispanic,no_move_in_one_plus_year,foreign_born,foreign_spoken_at_home,hs_grad,bachelors,veterans,mean_work_travel,housing_units,home_ownership,housing_multi_unit,median_val_owner_occupied,households,persons_per_household,per_capita_income,median_household_income,poverty,private_nonfarm_establishments,private_nonfarm_employment,percent_change_private_nonfarm_employment,nonemployment_establishments,firms,black_owned_firms,native_owned_firms,asian_owned_firms,pac_isl_owned_firms,hispanic_owned_firms,women_owned_firms,manufacturer_shipments_2007,mercent_whole_sales_2007,sales,sales_per_capita,accommodation_food_service,building_permits,fed_spending,area,density
Florida,Palm Beach County,12099.0,1320134.0,1131184.0,5.4,20.4,21.6,51.6,73.5,17.3,0.5,2.4,0.1,2.3,19.0,60.1,85.2,22.3,26.9,86.8,31.8,110723.0,24.7,664594.0,73.6,41.0,261900.0,523150.0,2.45,33610.0,53242.0,12.2,41763.0,436599.0,-2.7,130095.0,163433.0,8.9,0.5,3.1,NA,14.4,27.8,4240652.0,12017516.0,19321650.0,15278.0,3088613.0,1506.0,10165029.0,1969.76,670.2
Florida,Pasco County,12101.0,464697.0,344765.0,5.5,21.2,20.7,51.4,88.2,4.5,0.4,2.1,NA,2.2,11.7,80.1,83.4,9.2,13.1,86.1,20.0,53642.0,30.0,228928.0,78.8,10.8,157400.0,184813.0,2.45,24164.0,44228.0,12.3,8237.0,77194.0,18.3,29065.0,38812.0,NA,1.0,3.3,NA,9.1,28.3,745172.0,807398.0,4746208.0,10328.0,432390.0,1612.0,3315281.0,746.89,622.2
Florida,Pinellas County,12103.0,916542.0,921482.0,4.6,17.8,21.2,52.0,82.1,10.3,0.3,3.0,0.1,2.2,8.0,76.9,85.0,11.2,12.8,88.1,27.1,105071.0,23.0,503634.0,70.4,36.0,185700.0,405649.0,2.21,28742.0,45258.0,12.1,26506.0,354914.0,-19.5,69379.0,98528.0,4.6,0.3,3.8,NA,5.0,29.4,8062020.0,12378394.0,14826852.0,16244.0,1925067.0,697.0,10238689.0,273.8,3347.5
Florida,Polk County,12105.0,602095.0,483924.0,6.5,23.5,18.0,51.0,75.2,14.8,0.4,1.6,0.1,2.4,17.7,64.6,81.7,10.7,18.2,81.9,18.0,55380.0,25.4,281214.0,72.1,14.2,141900.0,223689.0,2.58,21881.0,43946.0,15.2,10995.0,163343.0,1.2,33705.0,45012.0,7.1,NA,3.3,NA,12.8,25.4,7178034.0,13241719.0,6420144.0,11195.0,699617.0,1200.0,3978217.0,1797.84,334.9
Florida,Putnam County,12107.0,74364.0,70423.0,6.3,22.6,18.9,50.4,77.3,16.2,0.5,0.6,0.1,1.7,9.0,72.6,87.4,4.2,8.7,78.0,12.2,9030.0,28.7,37337.0,77.8,6.6,109300.0,29168.0,2.49,18402.0,34645.0,23.3,1295.0,13563.0,6.8,3687.0,5259.0,8.5,NA,NA,NA,NA,NA,982580.0,NA,671648.0,9108.0,48880.0,36.0,705664.0,727.62,102.2
Florida,St. Johns County,12109.0,190039.0,123135.0,5.3,23.1,15.7,51.4,89.3,5.6,0.3,2.1,NA,1.8,5.2,85.3,81.9,6.3,8.0,92.8,38.7,19062.0,25.8,89830.0,77.1,20.0,294100.0,70324.0,2.53,36027.0,62663.0,9.1,4958.0,44374.0,17.1,15342.0,19871.0,2.3,0.5,2.7,NA,4.9,26.1,533263.0,871130.0,2039710.0,11601.0,507634.0,1268.0,1296975.0,600.66,316.4
Florida,St. Lucie County,12111.0,277789.0,192695.0,5.9,22.3,19.9,51.1,71.8,19.1,0.4,1.6,0.1,2.6,16.6,61.2,83.1,15.6,19.9,83.4,17.8,28421.0,28.0,137029.0,76.0,20.2,177200.0,103103.0,2.58,23296.0,45196.0,13.7,4858.0,51912.0,24.8,19428.0,24858.0,12.8,NA,2.4,NA,13.9,31.7,916481.0,693623.0,3697675.0,14197.0,268322.0,293.0,1977557.0,571.93,485.7
Florida,Santa Rosa County,12113.0,151372.0,117743.0,6.1,23.9,12.9,49.5,87.8,5.4,0.9,1.8,0.1,3.0,4.3,85.0,80.8,4.7,7.0,88.4,24.7,20737.0,28.1,64760.0,77.6,10.6,182300.0,54860.0,2.63,25384.0,55129.0,11.3,2453.0,20786.0,16.7,9774.0,12874.0,2.2,NA,NA,NA,2.6,31.5,74894.0,148932.0,1107974.0,7499.0,135111.0,781.0,1072083.0,1011.61,149.6
Florida,Sarasota County,12115.0,379448.0,325957.0,3.9,15.7,31.2,52.3,90.2,4.7,0.2,1.3,NA,1.6,7.9,84.9,85.1,11.6,12.4,90.6,29.1,49766.0,21.6,228413.0,77.4,24.5,235100.0,169009.0,2.2,33045.0,49388.0,10.5,12432.0,121767.0,-24.4,33942.0,46390.0,2.1,0.2,1.5,NA,5.3,26.2,1366676.0,1560297.0,5599478.0,15181.0,844369.0,708.0,3808932.0,555.87,682.6
Florida,Seminole County,12117.0,422718.0,365196.0,5.5,23.0,12.0,51.6,78.2,11.1,0.3,3.7,0.1,2.9,17.1,66.3,85.3,11.5,18.2,90.7,33.6,32749.0,25.7,181307.0,71.3,26.1,241e3,152682.0,2.7,29795.0,58971.0,9.8,12632.0,148232.0,8.1,34376.0,46725.0,5.4,0.3,3.4,NA,11.2,28.8,1634749.0,2852650.0,6872148.0,16831.0,764148.0,930.0,2038171.0,309.22,1367.0
Florida,Sumter County,12119.0,93420.0,53345.0,2.4,9.1,43.4,48.0,86.6,9.7,0.4,0.7,0.0,1.1,6.0,82.8,84.6,5.9,8.7,84.5,19.0,16493.0,24.0,53026.0,89.3,2.4,184e3,38589.0,2.0,24180.0,43079.0,11.2,1091.0,14695.0,194.7,4310.0,5207.0,NA,NA,NA,NA,4.5,31.4,367864.0,NA,672106.0,9244.0,79933.0,2420.0,567699.0,546.93,170.8
Florida,Suwannee County,12121.0,41551.0,34844.0,6.2,22.7,18.9,49.6,82.5,11.4,0.5,0.5,NA,1.9,8.7,77.7,83.8,5.8,6.8,79.9,10.2,4431.0,26.8,19164.0,76.0,5.2,111600.0,14983.0,2.67,18782.0,36352.0,17.3,679.0,8352.0,13.0,2488.0,3112.0,5.2,NA,NA,NA,3.4,NA,NA,108657.0,353760.0,8962.0,31870.0,50.0,354616.0,688.55,60.3
Florida,Taylor County,12123.0,22570.0,19256.0,5.7,19.7,15.6,44.4,75.2,20.7,0.8,0.7,NA,1.7,3.4,73.0,86.2,2.1,4.2,78.7,12.0,2357.0,23.3,11004.0,85.7,2.7,87800.0,7724.0,2.67,18649.0,37408.0,19.1,404.0,4935.0,-2.3,974.0,1475.0,NA,NA,NA,NA,NA,NA,595497.0,NA,207073.0,9886.0,19967.0,33.0,212978.0,1043.31,21.6
Florida,Union County,12125.0,15535.0,13442.0,5.3,19.4,10.0,35.3,75.0,22.2,0.4,0.2,NA,1.4,4.8,71.6,81.1,5.8,8.7,77.1,9.3,1749.0,23.8,4508.0,69.5,8.2,115100.0,3521.0,3.41,13657.0,41794.0,21.3,134.0,1728.0,19.6,545.0,722.0,NA,NA,NA,NA,NA,37.1,0.0,NA,42047.0,2855.0,10512.0,13.0,82638.0,243.56,63.8
Florida,Volusia County,12127.0,494593.0,443343.0,4.9,18.9,21.1,51.1,82.5,10.5,0.4,1.5,NA,2.1,11.2,75.4,85.8,7.7,12.7,87.3,21.0,58480.0,24.7,254226.0,75.9,21.2,186300.0,200346.0,2.4,24768.0,44400.0,13.8,11881.0,129006.0,-1.7,34185.0,46499.0,4.1,NA,2.7,NA,6.8,NA,1948646.0,2002931.0,6099931.0,12230.0,899154.0,715.0,4172980.0,1101.03,449.2
Florida,Wakulla County,12129.0,30776.0,22863.0,5.7,22.5,10.8,44.8,82.0,14.5,0.6,0.6,NA,1.8,3.3,79.5,84.0,2.0,3.6,84.5,17.3,3301.0,29.0,12804.0,83.6,3.5,143500.0,10540.0,2.52,21892.0,53301.0,12.5,402.0,3179.0,27.6,1977.0,2750.0,NA,1.3,NA,NA,NA,NA,NA,7019.0,167697.0,5544.0,20092.0,81.0,154346.0,606.42,50.8
Florida,Walton County,12131.0,55043.0,40601.0,6.1,20.6,16.2,48.8,87.8,5.8,0.9,0.9,NA,2.4,5.3,85.1,79.7,4.9,7.0,84.3,25.0,6350.0,27.2,45132.0,75.3,24.6,199800.0,22916.0,2.22,27746.0,47273.0,14.6,1683.0,15377.0,66.4,5380.0,7065.0,NA,NA,NA,NA,NA,24.3,0.0,205148.0,705008.0,13387.0,312686.0,388.0,713657.0,1037.63,53.0
Florida,Washington County,12133.0,24896.0,20973.0,5.8,21.2,15.4,45.5,80.4,15.0,1.3,0.5,0.1,2.1,2.9,78.5,87.0,3.3,5.6,78.7,12.8,2541.0,30.0,10796.0,80.2,4.3,103800.0,8753.0,2.6,18470.0,36216.0,19.3,372.0,3460.0,-16.3,1358.0,1273.0,NA,NA,NA,NA,NA,40.1,NA,NA,177286.0,7747.0,18080.0,23.0,266016.0,582.8,42.7
Georgia,Appling County,13001.0,18236.0,17419.0,7.2,25.7,13.5,49.8,73.4,18.6,0.4,0.7,NA,1.1,9.3,70.5,91.2,6.9,9.7,75.1,8.3,1189.0,23.4,8512.0,72.6,5.5,83600.0,7145.0,2.51,18977.0,36155.0,22.2,386.0,5360.0,14.2,1078.0,1627.0,NA,NA,NA,NA,2.7,21.5,347120.0,58142.0,179447.0,10022.0,15835.0,2.0,137882.0,507.08,36.0
Georgia,Atkinson County,13003.0,8375.0,7609.0,8.5,29.0,10.6,49.4,62.2,17.3,0.6,0.3,0.3,1.6,24.3,57.0,88.5,11.3,17.9,66.7,8.0,461.0,22.5,3522.0,72.0,6.5,54900.0,2758.0,3.02,15456.0,33834.0,28.0,92.0,1278.0,0.8,456.0,582.0,NA,NA,NA,NA,NA,27.5,NA,NA,35656.0,4367.0,937.0,0.0,68247.0,339.38,24.7
Georgia,Bacon County,13005.0,11096.0,10103.0,7.4,25.5,13.3,50.5,78.6,15.4,0.2,0.3,0.1,1.3,7.1,76.0,82.4,4.9,6.0,72.6,7.4,578.0,23.8,4801.0,66.4,5.3,71300.0,3873.0,2.7,17110.0,31429.0,16.5,222.0,2704.0,-3.4,576.0,716.0,NA,NA,NA,NA,NA,26.3,165420.0,120704.0,68612.0,6495.0,5947.0,0.0,85266.0,258.58,42.9
Georgia,Baker County,13007.0,3451.0,4074.0,6.4,23.2,15.4,51.5,48.5,46.7,0.3,0.7,NA,1.2,4.2,47.6,95.7,0.0,0.3,75.1,12.2,190.0,27.2,1652.0,66.1,6.9,66400.0,1342.0,2.73,16379.0,27462.0,30.0,30.0,251.0,17.3,164.0,133.0,NA,NA,NA,NA,NA,30.1,0.0,NA,5320.0,1421.0,NA,0.0,29899.0,341.94,10.1
Georgia,Baldwin County,13009.0,45720.0,44700.0,6.1,20.5,12.0,50.4,54.9,41.5,0.2,1.3,NA,1.2,2.0,54.0,79.8,2.7,4.4,78.0,18.4,3487.0,19.2,20159.0,60.6,15.6,112500.0,15902.0,2.56,17488.0,37237.0,25.2,816.0,13341.0,-12.6,2742.0,4071.0,NA,NA,1.6,NA,1.0,26.6,NA,NA,524150.0,11267.0,57925.0,61.0,310853.0,257.84,177.3
Georgia,Banks County,13011.0,18395.0,14422.0,6.2,25.2,12.5,49.5,91.7,2.3,0.3,0.9,0.0,1.4,5.7,89.8,89.9,3.2,5.2,73.0,10.5,1311.0,26.9,7595.0,75.9,4.8,146800.0,6463.0,2.76,19497.0,40455.0,15.9,286.0,3489.0,14.6,1291.0,NA,NA,NA,NA,NA,NA,NA,0.0,23263.0,233863.0,14223.0,44269.0,42.0,70877.0,232.09,79.3
Georgia,Barrow County,13013.0,69367.0,46144.0,8.4,28.2,9.3,50.7,78.8,11.4,0.3,3.4,NA,2.3,8.7,74.6,85.6,6.7,10.7,78.9,14.9,4962.0,31.7,26400.0,76.7,7.0,138900.0,23045.0,2.87,20882.0,48958.0,12.6,1038.0,12167.0,27.4,4869.0,6370.0,NA,NA,NA,NA,NA,30.2,768413.0,466296.0,660898.0,9839.0,125078.0,62.0,328391.0,160.31,432.7
Georgia,Bartow County,13015.0,100157.0,76019.0,7.0,26.8,10.6,50.6,82.7,10.2,0.4,0.7,NA,2.1,7.7,79.7,83.6,5.1,7.2,78.3,16.5,6582.0,28.0,39823.0,72.4,12.6,146800.0,34301.0,2.81,22241.0,49216.0,14.0,1905.0,27795.0,4.7,7538.0,9679.0,7.0,NA,2.5,NA,NA,28.2,3723604.0,648966.0,1177422.0,12699.0,140737.0,144.0,471471.0,459.54,217.9
Georgia,Ben Hill County,13017.0,17634.0,17484.0,7.9,26.5,14.0,52.1,59.2,34.6,0.3,0.7,NA,1.3,5.8,57.6,86.1,4.2,6.4,69.9,12.3,1335.0,20.2,7942.0,62.4,12.8,73100.0,6582.0,2.62,15529.0,30134.0,26.9,347.0,5431.0,-25.3,968.0,1372.0,14.2,NA,NA,NA,NA,27.8,NA,NA,224967.0,12693.0,20020.0,36.0,147973.0,250.12,70.5
Georgia,Berrien County,13019.0,19286.0,16235.0,6.9,25.6,13.8,50.7,84.7,10.7,0.3,0.4,0.0,1.3,4.6,83.2,80.7,2.5,4.2,68.9,10.8,1436.0,23.6,8709.0,72.0,3.0,76200.0,7293.0,2.46,16049.0,32202.0,23.1,289.0,3743.0,-6.1,981.0,1210.0,NA,NA,NA,NA,NA,33.1,415852.0,68412.0,129158.0,7739.0,9253.0,28.0,134864.0,451.9,42.7
Georgia,Bibb County,13021.0,155547.0,153887.0,7.4,25.8,12.7,52.9,43.2,52.1,0.2,1.6,NA,1.4,2.8,42.1,80.5,3.6,5.1,81.2,23.1,12698.0,20.8,69662.0,58.5,25.0,118100.0,57222.0,2.58,21436.0,38798.0,22.4,4271.0,72155.0,-13.7,11255.0,14851.0,32.5,0.4,3.3,NA,NA,35.1,1693877.0,1613732.0,2536200.0,16374.0,306252.0,210.0,1659833.0,249.76,622.8
Georgia,Bleckley County,13023.0,13063.0,11666.0,5.8,22.6,15.1,52.4,70.1,27.3,0.1,0.8,NA,1.0,2.3,68.9,85.9,1.9,3.4,73.2,10.1,1085.0,22.8,5304.0,69.0,10.9,71e3,4268.0,2.89,18960.0,35661.0,19.5,174.0,2263.0,-29.1,664.0,769.0,NA,NA,NA,NA,NA,36.4,NA,16882.0,76320.0,5950.0,6646.0,9.0,97085.0,215.87,60.5
Georgia,Brantley County,13025.0,18411.0,14629.0,7.2,26.6,12.3,50.1,94.4,2.9,0.3,0.2,NA,1.5,1.9,93.4,90.7,0.9,2.0,75.7,4.9,1527.0,30.1,8086.0,85.3,2.3,68500.0,6629.0,2.66,18905.0,37343.0,21.4,180.0,1297.0,-11.3,1015.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,62404.0,4043.0,4259.0,22.0,101069.0,442.36,41.6
Georgia,Brooks County,13027.0,16243.0,16450.0,6.7,23.7,15.8,51.4,59.9,35.3,0.3,0.3,NA,1.2,5.3,58.0,85.3,3.7,4.8,78.2,15.8,1249.0,22.8,7706.0,74.3,5.2,93e3,6303.0,2.5,20346.0,41309.0,17.0,206.0,1949.0,-18.4,735.0,940.0,NA,NA,NA,NA,NA,NA,0.0,65887.0,88152.0,5394.0,NA,24.0,127805.0,493.05,32.9
Georgia,Bryan County,13029.0,30233.0,23417.0,7.3,29.3,9.0,50.9,80.2,14.2,0.3,1.6,0.1,2.5,4.4,77.6,83.7,4.4,6.7,88.4,27.6,3535.0,28.0,11842.0,74.2,8.1,187400.0,10466.0,2.77,28365.0,63244.0,11.0,595.0,5710.0,81.2,2101.0,2749.0,NA,NA,NA,NA,NA,30.6,0.0,154440.0,224984.0,7479.0,34786.0,223.0,2081939.0,435.97,69.3
Georgia,Bulloch County,13031.0,70217.0,55983.0,6.0,20.5,9.1,50.1,67.2,27.6,0.3,1.5,NA,1.7,3.5,65.9,75.1,3.5,6.0,85.2,25.2,4484.0,21.6,28794.0,55.6,26.4,135500.0,24245.0,2.57,17812.0,34327.0,28.4,1404.0,17099.0,3.7,4040.0,6025.0,NA,NA,NA,NA,NA,22.2,523827.0,NA,733425.0,11044.0,95340.0,207.0,326279.0,672.81,104.4
Georgia,Burke County,13033.0,23316.0,22243.0,7.6,28.2,11.9,52.0,47.5,49.5,0.2,0.3,NA,1.3,2.6,46.5,90.9,0.5,1.4,75.1,9.1,1674.0,30.0,9865.0,71.7,10.5,77e3,7686.0,2.93,15934.0,33155.0,25.7,309.0,4657.0,-13.5,1617.0,1797.0,28.3,NA,NA,NA,NA,36.2,NA,NA,177473.0,7776.0,11108.0,41.0,209335.0,826.97,28.2
Georgia,Butts County,13035.0,23655.0,19522.0,6.0,22.5,12.6,47.1,69.9,27.3,0.2,0.5,NA,1.3,2.5,68.5,81.8,2.0,3.0,76.5,9.1,1883.0,30.2,9357.0,76.7,5.8,142900.0,7789.0,2.73,20963.0,52257.0,12.4,356.0,4041.0,-6.0,1501.0,1731.0,NA,NA,NA,NA,NA,21.0,287017.0,465389.0,295450.0,12496.0,17970.0,9.0,148869.0,184.39,128.3
Georgia,Calhoun County,13037.0,6694.0,6320.0,5.5,19.7,11.9,40.9,34.7,61.3,0.1,0.4,0.3,1.0,3.9,33.6,81.1,3.5,7.0,68.3,8.7,503.0,20.1,2409.0,70.6,9.8,61700.0,1746.0,2.69,12452.0,30522.0,28.8,81.0,642.0,-10.7,301.0,428.0,NA,NA,NA,NA,NA,NA,0.0,16497.0,19557.0,3266.0,946.0,1.0,65305.0,280.37,23.9
Georgia,Camden County,13039.0,50513.0,43664.0,7.9,27.0,9.0,49.4,74.4,19.4,0.5,1.4,0.2,3.0,5.1,71.2,80.6,2.3,5.3,89.1,20.4,6108.0,21.5,21114.0,67.3,16.3,161900.0,17834.0,2.71,22022.0,49230.0,15.3,844.0,8658.0,7.3,2206.0,3332.0,NA,NA,NA,NA,NA,33.0,0.0,NA,648346.0,13688.0,71770.0,96.0,548548.0,613.03,82.4
Georgia,Candler County,13043.0,10998.0,9577.0,7.2,25.6,14.4,50.6,65.9,24.4,0.1,0.5,NA,1.0,11.2,63.2,88.8,5.2,9.4,77.5,13.2,681.0,22.7,4761.0,65.9,5.0,76700.0,3735.0,2.78,16068.0,35828.0,22.3,223.0,2159.0,-8.2,748.0,1085.0,NA,NA,NA,NA,NA,24.0,0.0,24255.0,114511.0,10977.0,14749.0,0.0,91117.0,243.04,45.3
Georgia,Carroll County,13045.0,110527.0,87268.0,7.1,25.4,11.0,51.3,75.6,18.2,0.4,0.8,NA,2.2,6.2,72.9,78.6,4.7,7.4,78.8,18.3,7671.0,28.7,44607.0,68.0,14.1,139900.0,39421.0,2.7,20523.0,45559.0,17.3,2025.0,30322.0,9.3,7526.0,9582.0,8.3,NA,NA,NA,1.3,25.7,3175562.0,985854.0,1252468.0,11190.0,142419.0,149.0,640249.0,499.08,221.5
Georgia,Catoosa County,13047.0,63942.0,53282.0,6.4,24.9,13.5,51.5,93.6,2.2,0.3,1.2,NA,1.6,2.3,92.5,85.8,2.0,3.1,82.1,17.3,4882.0,22.8,26606.0,75.7,11.6,132600.0,24098.0,2.59,22563.0,46544.0,11.2,928.0,13137.0,21.5,4058.0,4789.0,NA,NA,3.1,NA,NA,28.5,562058.0,151178.0,795089.0,12730.0,76458.0,123.0,274824.0,162.16,394.3
Georgia,Charlton County,13049.0,12171.0,10282.0,6.0,21.7,12.7,43.7,68.6,28.5,0.4,0.6,0.0,1.6,2.5,66.7,81.6,0.2,1.5,72.6,7.2,1164.0,31.8,4475.0,75.9,5.1,73400.0,3720.0,3.14,16652.0,40850.0,19.8,148.0,1716.0,7.2,437.0,763.0,NA,NA,NA,NA,NA,21.4,0.0,45988.0,68423.0,6460.0,9831.0,17.0,82855.0,773.58,15.7
Georgia,Chatham County,13051.0,265128.0,232048.0,7.0,22.6,12.4,51.8,52.8,40.1,0.3,2.4,0.1,2.1,5.4,50.4,86.0,5.8,7.5,87.4,29.0,24577.0,20.7,119323.0,58.7,27.7,177100.0,100450.0,2.48,25397.0,44928.0,16.6,7058.0,114769.0,7.2,17386.0,23990.0,23.5,NA,4.4,NA,1.1,33.0,NA,3780143.0,4004232.0,16107.0,872885.0,957.0,3131632.0,426.44,621.7
Georgia,Chattahoochee County,13053.0,11267.0,14882.0,9.5,27.1,3.7,37.5,68.8,18.8,0.7,2.2,0.6,4.4,12.4,62.9,51.6,5.6,13.8,93.2,31.5,765.0,15.6,3376.0,31.3,39.4,91900.0,2537.0,3.39,22202.0,51089.0,15.9,65.0,644.0,-52.2,250.0,341.0,36.4,NA,NA,NA,NA,29.3,0.0,NA,12987.0,934.0,804.0,6.0,2305405.0,248.74,45.3
Georgia,Chattooga County,13055.0,26015.0,25470.0,6.1,22.5,14.6,48.1,83.9,11.1,0.3,0.4,0.1,1.6,4.0,83.0,86.9,2.7,3.8,68.4,8.0,1647.0,22.4,10977.0,72.1,10.1,80400.0,8870.0,2.77,15158.0,32419.0,19.2,309.0,4634.0,-32.4,1271.0,2104.0,NA,NA,NA,NA,NA,22.9,629589.0,66428.0,147194.0,5478.0,NA,0.0,180448.0,313.34,83.0
Georgia,Cherokee County,13057.0,214346.0,141903.0,7.4,27.5,9.2,50.6,86.6,5.7,0.4,1.7,NA,2.1,9.6,81.3,85.2,8.4,11.9,88.9,33.6,14727.0,33.3,82360.0,80.6,9.3,201900.0,74339.0,2.76,30217.0,66320.0,7.4,4608.0,39429.0,34.6,18634.0,22759.0,3.3,NA,1.9,NA,3.9,28.1,823737.0,848952.0,2114906.0,10373.0,246874.0,549.0,608862.0,421.67,508.3
Georgia,Clarke County,13059.0,116714.0,101489.0,6.0,17.5,8.5,52.5,61.9,26.6,0.2,4.2,0.1,2.2,10.4,57.1,72.9,11.0,13.4,84.3,41.2,5720.0,18.6,51068.0,45.9,43.3,161400.0,41980.0,2.5,19839.0,34253.0,33.5,2938.0,44455.0,7.7,6900.0,10181.0,NA,0.3,3.2,NA,3.1,26.0,1971235.0,1782494.0,1669122.0,14711.0,293388.0,94.0,840019.0,119.2,979.1
Georgia,Clay County,13061.0,3183.0,3357.0,6.4,22.5,19.6,54.1,37.6,60.4,0.3,0.3,0.0,1.2,0.8,37.3,85.7,0.0,0.8,78.1,8.5,226.0,21.2,2102.0,71.7,6.4,58500.0,1115.0,2.6,13353.0,26250.0,34.2,43.0,0.0,NA,127.0,186.0,NA,NA,NA,NA,NA,42.5,0.0,1533.0,11021.0,3465.0,NA,10.0,36881.0,195.38,16.3
Georgia,Clayton County,13063.0,259424.0,236517.0,8.5,28.9,6.6,52.1,18.9,66.1,0.4,5.0,0.1,2.5,13.7,14.1,78.8,14.6,20.4,82.6,17.9,19665.0,30.5,104705.0,59.0,29.4,127800.0,86546.0,2.94,18958.0,43311.0,16.7,3991.0,71503.0,-19.2,21856.0,23186.0,51.5,NA,11.8,NA,4.3,38.1,1604635.0,3582346.0,3207049.0,11760.0,398890.0,143.0,1231445.0,141.57,1832.5
Georgia,Clinch County,13065.0,6798.0,6878.0,7.7,27.1,12.8,51.2,67.4,27.7,0.6,0.2,0.1,1.4,3.5,66.7,90.5,0.6,0.8,72.9,17.1,339.0,19.0,3007.0,72.5,8.7,76700.0,2520.0,2.69,16709.0,31963.0,25.7,115.0,1686.0,-33.2,348.0,513.0,NA,NA,NA,NA,NA,22.8,NA,NA,39791.0,5714.0,3333.0,5.0,63474.0,800.22,8.5
Georgia,Cobb County,13067.0,688078.0,607751.0,7.0,25.6,8.7,51.4,62.2,25.0,0.3,4.5,0.1,2.7,12.3,56.3,81.5,15.2,19.5,90.2,43.8,47766.0,29.7,286490.0,69.6,25.1,211e3,256741.0,2.62,33110.0,65522.0,10.6,19247.0,303501.0,-3.0,62097.0,77945.0,18.6,0.7,4.8,0.1,5.5,31.7,5651641.0,15524844.0,10480711.0,15157.0,1393471.0,1013.0,4073439.0,339.55,2026.4
Georgia,Coffee County,13069.0,42356.0,37413.0,7.3,26.2,11.1,49.3,64.7,26.6,0.3,0.7,0.0,1.4,10.3,61.2,87.8,5.9,9.8,73.9,11.0,2747.0,19.6,17061.0,70.1,7.7,77700.0,14539.0,2.69,16664.0,35202.0,21.3,851.0,12779.0,-24.3,2648.0,3452.0,9.8,NA,NA,NA,2.0,25.1,NA,323863.0,458699.0,11367.0,47137.0,108.0,265082.0,575.1,73.7
Georgia,Colquitt County,13071.0,45498.0,42053.0,8.3,27.7,12.9,50.4,64.7,22.4,0.5,0.6,NA,1.4,17.1,58.8,79.7,10.6,16.2,71.8,11.2,2522.0,22.0,18311.0,61.7,11.7,84300.0,15695.0,2.81,17362.0,32902.0,23.4,870.0,11676.0,3.8,2414.0,3290.0,NA,NA,NA,NA,NA,25.2,599465.0,184865.0,432377.0,9669.0,35043.0,67.0,353260.0,544.15,83.6
Georgia,Columbia County,13073.0,124053.0,89288.0,6.7,27.3,10.2,51.4,76.5,14.9,0.3,3.8,0.2,2.8,5.0,73.8,85.4,6.3,9.6,89.9,33.8,12752.0,23.7,48626.0,80.9,7.5,168700.0,41722.0,2.81,29479.0,66333.0,7.1,2132.0,26745.0,15.0,8039.0,10081.0,7.4,0.6,5.7,NA,3.0,32.0,2411210.0,357458.0,1406298.0,12919.0,119074.0,1285.0,1376344.0,290.09,427.6
Georgia,Cook County,13075.0,17212.0,15771.0,7.6,27.2,13.5,51.4,67.0,27.3,0.2,0.7,NA,1.4,5.9,64.9,82.0,3.4,6.8,72.2,10.4,1292.0,23.0,7287.0,72.7,4.9,8e4,6417.0,2.59,16528.0,31390.0,23.3,332.0,3245.0,-23.6,1021.0,1023.0,NA,NA,NA,NA,NA,NA,360662.0,51503.0,118054.0,7198.0,18080.0,22.0,121054.0,227.16,75.8
Georgia,Coweta County,13077.0,127317.0,89215.0,7.3,27.4,10.4,51.1,75.9,17.3,0.3,1.5,NA,2.1,6.7,72.7,84.7,5.4,7.5,87.2,25.7,10921.0,30.8,50171.0,75.8,11.8,177900.0,44137.0,2.74,26161.0,61550.0,10.2,2082.0,28281.0,19.3,9337.0,11408.0,NA,NA,3.7,NA,3.1,32.0,2270118.0,524585.0,1290974.0,10852.0,146607.0,416.0,579781.0,440.89,288.8
Georgia,Crawford County,13079.0,12630.0,12495.0,5.8,22.7,13.2,49.5,74.6,22.3,0.5,0.3,NA,1.3,2.4,73.5,91.7,1.8,3.5,78.7,13.6,1064.0,29.1,5292.0,80.9,2.5,92400.0,4671.0,2.74,20692.0,37062.0,20.5,107.0,507.0,-21.6,720.0,560.0,NA,NA,NA,NA,NA,34.1,0.0,NA,18191.0,1451.0,1372.0,15.0,60853.0,324.89,38.9
Georgia,Crisp County,13081.0,23439.0,21996.0,7.2,26.1,14.0,52.1,53.3,43.0,0.1,0.8,0.0,1.0,3.2,52.1,79.7,1.2,3.6,73.4,11.7,1641.0,19.1,10734.0,58.5,18.5,93900.0,8835.0,2.58,17187.0,29960.0,29.1,529.0,6659.0,-14.3,1386.0,1847.0,NA,NA,NA,NA,NA,NA,410798.0,NA,326453.0,14719.0,39028.0,75.0,232910.0,272.58,86.0
Georgia,Dade County,13083.0,16633.0,15154.0,5.5,21.6,14.4,50.7,96.0,0.9,0.4,0.7,NA,1.3,1.8,95.0,87.1,2.0,2.6,79.1,16.8,1393.0,27.4,7305.0,79.8,6.0,123400.0,6262.0,2.49,20168.0,39760.0,15.5,211.0,2154.0,-14.6,1193.0,1411.0,NA,NA,NA,NA,NA,27.4,187845.0,NA,189274.0,11687.0,15778.0,1.0,99564.0,173.98,95.6
