"user","ecletic","clusters_total","clusters","media_pop","mediana_pop","dp_pop","news","news_total","old","old_total","count_sim","tempo_sim","count_pop","tempo_pop"
"chanman243",2014.90021493,92,41,5.90129108723,5.98557258058,0.461571476785,31,32,150,155,0.181230722506033,-0.0130014573283512,0.00431501720252459,-0.130014573283512
"chantellauren",2716.29218674,114,47,5.46867830054,5.48960696627,0.613228120337,60,60,145,157,-0.0248868937514727,-0.0357246543508742,0.056561122162438,0.0799551787852898
"chaos-girl88",1952.74083533,68,36,5.58220468911,5.71613102787,0.722000554531,14,14,39,44,-0.0883991392175728,-0.0549450549450549,-0.0662993544131796,-0.032967032967033
"chaosheadphones",1160.02018876,55,20,5.4115197599,5.52237119286,0.741569236909,20,20,47,64,0.275132275132275,0.117653788049573,-0.0897100748053513,-0.14401280170692
"ChaosKiller",1404.39027331,47,20,5.5377739451,5.75508173495,0.864896926955,59,59,66,71,-0.159577925158447,-0.0619840002754668,0.122842983820653,0.211306035792381
"chaotic_day",1069.42520476,52,18,5.62343537158,5.78984369207,0.718043786863,15,15,33,36,0.0666666666666667,0.0857142857142857,0.371428571428571,0.428571428571429
"charabiaze",2165.00992944,89,50,5.67879053853,5.7955738073,0.591907221588,20,20,59,61,0.265972497737857,0.150411846235009,0.287250297556886,0.0626716025979205
"CharacterZer0",2693.48921128,124,50,5.64608065312,5.67267169137,0.538472356358,33,34,154,166,-0.0777251533995961,-0.117871574491467,0.111848391477468,0.216731604710116
"charaibia",898.34284356,36,18,5.9256283793,6.00572469111,0.484414077888,21,21,63,69,0.100238948966717,0.142857142857143,0.0715992492619409,0.0476190476190476
"ChargersFan12",2657.54186596,111,51,5.45475065898,5.59113141642,0.749226992477,22,22,528,576,-0.0173536200037653,0.0852566730054376,0.138828960030123,-0.013461579948227
"charlenec08",2203.42624613,118,48,5.63217129473,5.73844281871,0.628566455924,115,116,161,191,0.16210030550983,0.12404446949846,0.0485385095594407,-0.0442032696486498
"CharlesCollison",1067.02932298,53,19,5.56737260757,5.59919449408,0.549982283032,99,99,88,101,0.0727649453338009,0.0122419628639106,-0.0398102386453334,-0.136026130417787
"CharlieDeVico",3204.58442464,135,63,4.62860000656,4.59594791765,0.810351120103,57,57,169,180,-0.101631196685844,0.104402363323512,0.023839416506556,0.105667846515312
"charliexedge",1090.13033581,54,19,4.69372949672,4.56648946165,0.934227882521,38,39,88,103,0.141226962528601,-0.0374938041200301,0.0997864006105012,0.151309553884266
"charlois",956.981869157,55,20,5.7666568147,5.93513701641,0.665387598885,23,23,237,246,0.0633664608695677,0.0119048556382472,0.0633664608695677,0.13095341202072
"Charlottelauren",1020.2963019,45,21,5.91925234247,5.99266881368,0.433521998819,18,18,74,76,0.0588235294117647,0.0655741229470528,0.124183006535948,0.131148245894106
"Charlottn",1116.78918822,46,20,5.98718387328,6.08173652982,0.438479302574,30,30,49,53,-0.076036866359447,-0.0922722643754898,-0.248561729592638,-0.251152740430551
"charly-manekken",1380.34246389,56,25,5.3289455271,5.72832142852,1.01048770867,52,55,82,89,0.081509457176068,-0.0151286622922538,-0.0498113349409304,0.0847205088366215
"charmingman",1794.42892057,75,34,5.86415997061,5.95343216789,0.493985941945,10,10,84,86,0.511111111111111,0.511111111111111,-0.0222222222222222,-0.0222222222222222
"chaseblood",2383.4634283,113,48,5.36470292328,5.52709604792,0.73820738513,47,48,146,172,-0.0129809935136945,-0.0521662710965856,-0.076851884795911,-0.140467304213017
"chatdafak",2529.05439334,106,46,5.91450643706,6.06907025325,0.547171121229,20,20,56,59,0.290238477311431,0.459104500474445,0.174143086386858,0.49076687981751
"chate_noire",1834.49927184,84,34,5.55642500556,5.77173442539,0.83785107456,24,24,58,66,-0.0544465506480471,0.0659380473395787,0.0181488502160157,0.205140591723134
"Chaveleh",1246.90477951,54,24,5.67530526582,5.79123149486,0.548974404927,62,63,133,144,-0.0270846841654201,0.276467083005913,0.141796287689552,0.362359768988332
"Chazuma",3100.54023168,157,54,4.87454997041,4.88400192477,0.834846538986,20,20,42,64,-0.0631578947368421,0.084657269643377,0.0210526315789474,-0.0105821587054221
"chcielibyscie",1120.10681886,60,20,5.52027732448,5.62616784736,0.660338675311,59,60,50,61,0.0152002344991543,0.0365689123776076,0.116924880762726,0.0872935327723537
"ChecoMayor",1267.80003973,70,21,5.64480562248,5.91991030272,0.811578385368,16,16,106,115,0.109713431434064,0.147542222712663,0.194108378691036,0
"checudia",4293.51629963,181,76,5.4630944443,5.65776782648,0.770425502818,32,33,103,112,0.100806451612903,0.0567961834247065,0.129032258064516,0.0892511453816816
"Cheesecycle",875.27883699,44,17,5.78068337367,5.92311410173,0.638270260621,11,11,68,70,0.477084298221423,0.403686713879666,0.0909090909090909,0.0909090909090909
"cheesemongering",1755.88422461,72,30,4.62409291349,4.50166545861,0.920385157035,31,32,80,107,0.120559811503652,-0.0151188257603557,0.273118279569892,0.194175774113607
"cheesycake",2823.11694809,102,56,5.76491649145,5.83915330168,0.520870881206,17,17,68,74,-0.294117647058824,-0.361626078262206,0.0735294117647059,-0.199263349246521
"cheezwinkle",417.475541143,28,7,5.85959104023,6.02338272376,0.53157728887,20,22,36,56,0.132630194016152,0.0800002844459615,-0.136842105263158,-0.190478856697598
"CheezyNoodles",755.519110451,33,16,6.02671545214,6.07694695586,0.373114269658,22,22,82,84,0.0476190476190476,-0.00432900432900433,-0.0649350649350649,0.038961038961039
"chefcarlitos",824.238641294,33,15,5.96999242765,6.07506641703,0.463902421581,38,38,152,165,0.140825035561878,0.141227393626309,0.157894736842105,0.318118270491586
"chellatrix",1568.10297764,64,26,5.6647085614,5.8182087327,0.708322438361,19,19,78,91,0.087719298245614,0.140763068615557,-0.087719298245614,0.0469210228718525
"chema_hi",4317.08482716,195,75,5.58534938029,5.8005256181,0.723519413357,71,73,186,197,-0.0946054827065106,-0.0701472631848514,0.125201298390318,0.199153724214463
"Chemical_Eye",512.578622258,27,7,5.22561558327,5.14207340922,0.698579798731,49,49,36,47,0.12049067317797,-0.00258855489737305,0.0986394557823129,0.0017050354143796
"chemicalmachine",1185.6116775,47,19,5.41406845729,5.42785922131,0.623162703104,14,14,80,85,-0.032967032967033,-0.406593406593407,0.186813186813187,0.120879120879121
"chemicalxworld",880.155607787,54,18,5.71501843631,5.95391183723,0.722801918532,57,57,93,98,0.0733312477249528,0.0333020495541872,-0.0758382989292247,-0.0207352384016637
"chemiczna",2382.18433036,97,48,5.44651922314,5.52434418543,0.762252959469,73,74,85,102,-0.00190294960629131,-0.027094176986778,0.0567078982674812,0.0324366907588187
"Chemie-Le-Kev",722.208141721,21,12,5.10182798419,5.10527998189,0.609800827343,47,47,100,107,0.179359843379441,-0.0468825778259238,0.211209096907351,0.0985600986350944
"Chemister84",1132.84536092,50,20,5.00917871426,5.09281535125,0.724398804172,14,14,91,99,-0.164835164835165,-0.0989010989010989,0.120879120879121,0.0549450549450549
"Chemriof",2523.31776263,111,40,5.76201546125,5.86646367502,0.590439666895,22,22,40,48,-0.182213010039536,0.0567707241206966,-0.121475340026357,-0.0567707241206966
"ChenXiaoQing",438.57690403,18,8,4.66192859918,4.63018078672,0.727525514191,13,14,25,39,-0.116131449170815,-0.179487179487179,-0.167745426580065,-0.0256410256410256
"chepants",1259.95240463,49,23,5.57707091909,5.72744934604,0.628770484299,27,27,64,68,-0.182596476804656,-0.22,-0.0199430199430199,-0.119828937903056
"chepce",1884.4420138,86,33,5.61061014403,5.71196152375,0.632342288619,13,13,46,50,-0.0256410256410256,-0.205128205128205,-0.307692307692308,-0.0769230769230769
"Cheriears",3128.43972642,147,63,5.03948503313,5.14855946997,0.86993756568,18,21,256,294,0.0457516339869281,-0.0131148245894106,-0.294117647058824,-0.144263070483516
"cherieviv",2456.39228521,108,48,5.70245264648,5.76645151545,0.521186462369,76,76,198,214,0.0190007790088123,-0.023363746738358,0.11259720894111,0.0955789639296465
"CherilynSL_",309.221514403,28,8,5.87792573917,5.97278721469,0.435892039157,18,18,81,86,-0.0980392156862745,-0.157377895072927,-0.228758169934641,-0.209837193430569
"CherryMika",1629.1490343,61,24,5.49643121466,5.56957637709,0.700170287788,37,38,67,82,-0.0721804511278195,0.102720087993833,0.217881353755638,-0.0467931058392837
"cheshirexdeyo",3042.6002135,143,54,5.19492744138,5.31543291457,0.742604421957,15,15,124,136,0.163469095454606,0.0193238969872078,0.0857142857142857,-0.0574169251763215
"chess_master",3237.73139154,106,49,5.02182468575,5.11670070228,0.758846289462,57,57,183,205,-0.0112852664576802,0.06179166325402,0.23503605040049,0.179643939286989
"Chester_13",1612.90937655,57,24,4.77801859004,4.756681741,0.867301755147,12,13,82,87,0.198479065379549,-0.0763381020690574,0.167943824551926,0.259549547034795
"cheveresto",2366.45755498,124,47,5.69159741573,5.94255615889,0.709785199401,37,37,79,88,0.241923434170053,0.304678835545223,0.0345604905957219,0.0874820418892223
"Chexxea",896.876186872,26,13,5.6093338384,5.66145307566,0.565914529573,33,33,88,92,0.166666666666667,0.216279925182992,-0.00757575757575757,0.0133978714715128
"chickensarecool",1573.64930392,67,35,5.86058467329,5.9074506949,0.428577607746,16,16,194,201,0.2,0.292889593064503,-0.25,-0.577410912041449
"ChievoVerona",1693.70964299,60,32,5.59429317374,5.65250805005,0.649587178684,50,50,109,111,-0.0914659120760047,-0.225411729144347,0.249897938350513,0.097541802793372
"chigaii",732.939763231,29,10,5.75818323579,5.99191154247,0.657628843087,12,12,73,74,0.0606060606060606,0,-0.0909090909090909,-0.215410109213832
"chiladia",1238.96768337,53,24,5.9207964501,5.99410941607,0.469290551621,11,11,74,77,0.0909090909090909,0.127272727272727,-0.0909090909090909,0.0909090909090909
"chilichow",3923.12718165,170,79,5.094145442,5.15336721628,0.71538696832,61,64,416,470,-0.00876232201533406,0.0532823085299643,0.172866624251658,0.0751721042898487
"Chillachin",255.915628622,11,5,5.53713056783,5.6463135007,0.754666724214,10,10,52,55,0.0222222222222222,-0.0222222222222222,-0.422222222222222,-0.466666666666667
"chilldude32",403.666695848,23,6,5.92776163525,6.01043989228,0.462414790985,17,17,57,59,0.161764705882353,0.140222356877182,-0.102941176470588,-0.095941612600177
"chillingeffects",1513.3198739,62,32,5.40933051369,5.42404653168,0.611296751799,25,25,91,91,0.448163041600736,0.490818714021221,-0.180603016764476,-0.237062099969433
"chimpape",1615.08206655,50,24,5.45938879745,5.48236024928,0.681902359625,10,10,73,77,-0.288888888888889,-0.288888888888889,-0.244444444444444,-0.333333333333333
"Chinow",2071.5087015,80,31,5.61978548307,5.76055290298,0.683480282721,27,27,55,58,0.0912982384023281,-0.0714288629755459,-0.0627675389016006,-0.0485716268233712
"ChinyPuppy",588.410710373,27,10,6.11324822675,6.1885459148,0.343023960794,26,26,60,66,-0.154561166933797,-0.0623055982849033,-0.0153846153846154,0.14884168150705
"chipcrotty",2146.20116858,89,47,5.6608272866,5.90088814485,0.767676154835,21,21,160,182,-0.0476190476190476,-0.033574010345689,0.485714285714286,0.436462134493957
"chipinazo",1529.2277275,60,24,5.4311965086,5.62443371138,0.827720989579,15,15,65,70,0.344501551057929,0.259615384615385,-0.142857142857143,-0.133972825411417
"Chirsine",948.52274926,51,15,5.26511790273,5.37203673517,0.813751464169,26,26,40,48,0.0338461538461538,0.0186052101883813,-0.193846153846154,-0.0558156305651438
"Chivano",2204.57493309,128,44,5.66117873563,5.84986303023,0.668509761255,21,21,65,68,-0.238095238095238,0.00479628719224129,-0.0476190476190476,0.206240349266375
"ChizukoChan",4061.70697375,164,71,5.03662718122,4.98357216323,0.884665271275,25,26,162,182,-0.26,-0.214048019869008,0.246666666666667,0.294316027319887
"chkngrrl",3461.14169079,230,67,4.70193196404,4.87878533061,1.09165735621,31,33,73,97,0.112190447265639,0.00863003440504918,0.176915705303508,0.116505464468164
"Chlebo91",1979.29241574,107,40,5.62995729492,5.82560681262,0.706961214435,24,24,79,92,0.0217391304347826,-0.00362977004320314,0.108695652173913,0.0326679303888282
"chloe-rose",1826.03511529,89,40,5.72378472607,5.81913774611,0.509060126964,44,44,91,93,0.0349021730452126,0.022328930456201,0.172395582011201,0.135036865139882
"chm1990",755.92316265,46,14,4.65518358763,4.71844956772,0.822719090148,47,52,122,191,0.15733458417547,0.045412496918655,-0.0481258728066144,0.00278035695420337
"chmury",929.801042662,46,16,5.55026560258,5.58654178322,0.770085222007,47,48,42,63,0.0925497553973355,0.213458202688349,-0.0499768679145611,-0.057540906811642
"chna",4124.22914214,171,82,5.58679831879,5.62879944345,0.580524470384,93,94,127,144,-0.0319552762189168,-0.00238308724051305,0.0119818279358869,-0.0793475295780951
"Chnkymnky",673.368728959,33,14,5.66850329215,5.7836149061,0.629426113644,13,13,91,99,-0.102564102564103,0.0256410256410256,-0.153846153846154,-0.128205128205128
"chocobada",630.482165211,38,12,4.67993465995,4.62597059768,0.949294783822,10,12,53,66,0.486864495560148,0.669438681395203,0.155555555555556,-0.111111111111111
"choeger",1979.02443981,116,37,4.76502997919,4.696740494,0.774119364418,15,15,50,53,0.447619047619048,0.428571428571429,-0.00952380952380952,0.123809523809524
"choggman",1206.34343473,45,21,5.73236548535,5.91200246171,0.638567352247,14,14,91,97,0.186813186813187,0.213537069570692,0.164835164835165,-0.056193965676498
"ChonyCholy",692.539195397,27,12,5.10743930288,4.99662986122,0.929751463017,25,25,48,69,0.213333333333333,0.280938026078073,-0.166666666666667,0.0668900062090651
"choosejoni",1583.69783617,71,21,5.18838489466,5.22937463093,0.724290034418,96,97,140,146,0.0829675233584756,0.0697430171228975,-0.103576937081717,-0.165493008522626
"chouchter",1883.94937611,46,26,5.46966407107,5.5121719039,0.584344528363,12,12,117,120,0.424242424242424,0.184637236468999,0.212121212121212,0
"CHR1ST0PHER",1802.09978896,81,32,5.50413159616,5.76826238985,0.866771978801,11,11,52,53,-0.0909090909090909,0.0181818181818182,0.0909090909090909,0.0545454545454545
"Chricky86",3647.05477316,128,61,5.68994552405,5.83553577256,0.633930772867,12,12,102,105,-0.0307692307692308,0.0307692307692308,-0.10687334289668,0.0152676204138115
"Chriissssss",1123.26829164,43,22,5.86988487564,5.97987374603,0.520603985834,75,75,120,125,-0.134271811775108,-0.145733120976729,0.23557012352783,0.280801248473761
"chris885",1519.61219236,74,28,5.5953919989,5.68599993873,0.68774340529,26,26,132,136,0.277350098112615,0.246116667629286,0.0769230769230769,0.143087794999751
"chrisajb",598.713331226,25,10,5.74833370996,5.95627602695,0.611725437838,11,11,51,51,0.0909090909090909,0.2,0.127272727272727,0.236363636363636
"chris_baker2007",1688.52507688,74,35,4.70782307894,4.76921336219,0.786663900544,23,23,66,108,0.0554456532608717,0.0360025922799696,0.102970498913047,0.12400892896434
"ChrisBraune",1074.59700022,63,22,5.61880082042,5.80140210488,0.6920079032,45,45,76,82,-0.0182002022244692,-0.112633891461463,-0.102071766442003,-0.0872218130679158
"chriscaselas",924.790635012,57,19,5.6915669987,5.78183791865,0.4760642723,17,17,72,83,0.147058823529412,0.230497606051343,0.294117647058824,0.200755979464073
"ChrisChovanski",982.847891155,47,18,5.41982613116,5.67705451069,0.827265342218,25,26,78,89,-0.00333890281647089,0.187920521153609,0.0133333333333333,0.130654915983698
"chris-crossing",795.382445603,56,15,4.14672119703,4.10991586302,0.780135309554,10,10,73,97,-0.288888888888889,-0.244444444444444,0.0666666666666667,0.111111111111111
"ChrisFountain",1074.91432349,49,19,5.75828407449,5.86489062618,0.553124433314,27,27,89,93,0.0912982384023281,0.034236839400873,0.0513552591013096,0.125535077803201
"ChrisH619",3011.13911429,103,51,5.85243013507,5.94269387768,0.488823837732,10,10,45,49,-0.155555555555556,-0.179786629990198,-0.333333333333333,-0.0898933149950989
"chrisherring",2506.78517518,111,49,5.8219890153,5.93230126507,0.534109132211,21,21,84,93,-0.0620526826936821,-0.125617057724697,0.109785515534976,0.183594161289942
"chrisiwo",748.369692189,47,14,5.93408710492,6.06221758254,0.491683138697,29,29,61,66,0.0295566502463054,0.161903070956375,-0.221674876847291,-0.0772153107638097
"chrisjames03",3582.06187428,145,78,5.33582597802,5.44208020562,0.648971267696,28,32,122,129,0.0834582668628343,0.275715573422192,0.164224331568803,0.0791658577152828
"chriskiley",3294.28509648,135,64,5.46690661112,5.53910747732,0.610698314637,65,65,140,152,0.0447869646554687,0.0521239406399346,-0.0447869646554687,-0.0376450682399527
"chrisknoy",4038.10795509,165,84,5.56686172397,5.64033432834,0.61617729421,60,61,178,187,-0.059920868816489,0.115778718892761,0.0881854295789838,0.17026282190112
"chrislewis122",2252.82361859,79,36,4.76691238176,4.59350296445,0.906509194019,13,13,112,125,0.0256410256410256,0.167745426580065,0.256410256410256,0.219359403989316
"ChrisOnLastFM1",1326.77528024,33,22,5.41313329562,5.43700655321,0.660509958159,13,14,98,104,-0.230769230769231,-0.230769230769231,0.0256410256410256,-0.128205128205128
"chris_sexxx",2418.2064437,87,40,5.41946461719,5.54369935801,0.721662116131,34,34,148,154,0.127013335298733,0.0144284034325077,0.0697678884035297,0.0216426051487616
"chris_smith_21",946.993311937,64,23,4.71146892433,4.72331294205,0.621703359674,10,11,64,76,-0.244444444444444,-0.333333333333333,0.111111111111111,0.377777777777778
"Christiaan86",1545.54804068,72,30,5.69185546521,5.82316372154,0.678744111142,17,17,91,93,-0.220588235294118,-0.184503101154187,-0.205882352941176,0.0369006202308373
"christian_bono",602.479662302,39,15,5.15578080186,4.99215571104,0.80241315249,39,40,56,81,-0.0013513525852385,0.051386177381715,-0.0554054559947784,0.0324544278200305
"christianbuch",2732.62068085,132,56,5.45993375093,5.82985271827,0.947491993825,19,19,86,89,0.0234605114359262,0.164223580051484,-0.0994152046783626,-0.0526315789473684
"christiansuxx",321.830453136,17,8,5.65154490836,5.79068261449,0.6414143949,13,13,40,44,0.128205128205128,0.0387104830569382,-0.230769230769231,-0.0645174717615637
"ChristinaEli",1766.79571695,64,34,5.77395498919,5.88416330436,0.52001752015,10,10,99,105,-0.2,-0.155555555555556,0.333333333333333,0.2
"christinaneedle",368.527756311,16,8,6.17388442693,6.25801891875,0.320541232191,13,13,56,59,0.116131449170815,0.143818499101335,0.167745426580065,0.248413771175033
"christinejamies",2205.69776619,85,40,5.64845240852,5.84446077539,0.733526265837,44,46,103,113,0.00529380698846984,-0.0362094719045449,-0.148148231095587,-0.0266105357687687
"Christjan",1347.55150839,37,23,5.69156146146,5.68565063764,0.480819505382,10,10,97,99,0.111111111111111,-0.0227331446490158,0.111111111111111,0.113665723245079
"christophersche",1719.72392335,70,31,5.6934042916,5.82492401951,0.573530570913,16,16,137,148,0.4,0.426781978465419,-0.133333333333333,-0.158997207663587
"christophersora",1360.61872979,43,25,5.47385657366,5.5375332638,0.634340888137,23,23,112,119,0.334745459539845,0.229885436069532,-0.0118577075098814,-0.114624505928854
"Christoph_Orr",1974.1062412,80,39,5.72190497305,5.8603475909,0.608869217989,29,30,238,246,-0.096177631684003,-0.0888891598515328,-0.180024797767493,-0.0691360132178588
"christophos",1521.87147824,76,29,5.84582254047,5.93828099775,0.568024906609,30,30,65,70,0.232183908045977,0.370530802970635,0.0666666666666667,0.0375221066299377
"christtianjr",883.47466637,33,17,6.15863753389,6.24926563724,0.408714449283,32,32,86,89,0.123108034422856,0.192505003062073,0.163471324397563,0.184399529248933
"christy51030",1800.32455989,65,33,5.71014810517,5.80661318325,0.56215614277,26,26,68,75,0.04,-0.223963505217001,0.0646153846153846,0.0622120847825003
"chriswe",874.143842573,36,17,5.84684726416,5.92473918781,0.525303038247,24,24,77,80,0.3720584753663,0.474574254434274,0.548878344847314,0.647976385862182
"Chriztophe_",1286.33374548,40,23,5.40308141772,5.44046606714,0.62958269586,62,62,110,123,0.0683625665219349,0.017553439813886,-0.218278520965106,-0.0276526512185452
"Chrizzo",2825.84315968,130,50,5.1974511017,5.38151894205,0.860966613781,24,25,117,316,0.120659949980977,0.361372201680096,0.270080187644125,0.282623587989586
"ChrNate",1334.37379062,51,25,6.0284889389,6.11865948007,0.411841059209,11,11,68,73,0.163636363636364,0.146795168683515,-0.163636363636364,-0.146795168683515
"chromedeus",2746.06614394,143,49,5.52491527461,5.75237116626,0.796289066253,14,14,80,91,0.164835164835165,0.464095480892257,0.472527472527473,0.220997848043932
"chromeystarsong",2156.5281327,83,36,5.60415008068,5.83463316068,0.753960542345,12,12,68,84,-0.151515151515152,-0.393939393939394,-0.0606060606060606,-0.121212121212121
"Chromianin",990.022091661,54,16,4.50772451231,4.44847855767,0.730402939978,18,19,93,135,0.322368421052632,0.125413224267587,-0.262296491788211,-0.151319064246487
"chrono357",2888.93162215,112,45,5.35709219185,5.48387909706,0.734696870518,36,39,51,61,0.129290734091722,-0.0323409582177974,0.255186334116984,0.216512380000313
"Chrystyanu",274.901198915,22,7,5.87456680331,6.00949338829,0.554667752219,10,12,56,60,0.288888888888889,0.155555555555556,0.111111111111111,0.155555555555556
"cht9989",2783.42811238,112,56,5.66187366797,5.67629822846,0.515422580363,32,32,108,119,0.092741935483871,0.11167794701667,-0.0846774193548387,-0.123860995782125
"Chubaka1993",170.352063523,11,3,5.80606312833,6.01576284174,0.613840995143,13,13,39,56,0.0769230769230769,-0.128205128205128,0,-0.256410256410256
"Chu-Chu-Lovely",1646.19142291,51,28,5.82476024612,5.87317416251,0.495011659202,30,30,55,57,-0.0484993626252346,-0.113165179458881,0.251734786959551,0.16397403554246
"ChudoYdo",1093.96551953,53,17,5.74843410715,6.09392572499,0.776390190823,15,15,64,71,0.257142857142857,0.210528725646512,0.0476190476190476,0.114833850352643
"chukrz",1400.80418827,64,29,5.12215706429,5.10463731299,0.737614845141,52,53,108,121,0.0619336054043418,0.127177292523127,-0.169184483055763,-0.0696447078102839
"chupa48",1399.8805839,43,23,4.77387126223,4.8311351356,0.712095037645,46,46,123,127,0.264862283232152,0.352201628818275,-0.00773320534984385,-0.0367683019096002
"Chupakabra1",1176.29573198,61,18,5.75589815995,5.97884675109,0.656303686315,45,45,65,83,0.0776351356775855,0.110470620574928,0.126667852947639,0.100048863916916
"churchofmoron",837.355471332,39,15,4.42440605109,4.38606174265,0.791892009442,12,12,73,79,0.0303030303030303,0.0152676204138115,0,0.0763381020690574
"Cianorange",1362.62365329,70,27,5.86323144418,6.01605978734,0.558265508966,42,42,160,172,0.0278907658937074,-0.0373618700191347,0.00232423049114228,-0.0116755843809796
"Cianuhh",1284.96631646,55,29,5.97910304024,6.06006316466,0.399468650694,37,37,68,71,0.0345604905957219,0.126698129632667,0.0465815308029296,0.0814487976210001
"ciarraioch",1315.46083876,67,30,5.77289479633,5.92907288511,0.600034773206,16,16,110,122,0.0753144667880151,0.276153044889389,0.476991622990762,0.39330888211519
"CiccioIdoine",3797.3255526,155,76,5.31965547182,5.42382151618,0.751941184154,77,77,209,228,-0.107784508433108,-0.0599398764609772,-0.0181351712601737,0.0220468511120836
"CidaDuarteF",3299.67946195,126,61,5.32591594799,5.48058322299,0.794478863503,69,69,674,789,0.0861775057723159,0.0953607641228013,0.163822585230541,0.270687729550373
"cielasty",1775.78291663,52,29,5.24768647566,5.19366801563,0.684874337822,79,79,143,153,0.00746995817247464,-0.0721834086636998,0.197370559327664,0.101722542889864
"Cietrzew",824.511447179,45,12,5.68837615371,5.81267952783,0.657757449643,12,12,50,52,-0.181818181818182,0.167943824551926,-0.0303030303030303,0.167943824551926
"cincyroach",2248.07421952,98,42,5.7507463845,5.78272641238,0.512690836326,23,23,111,117,-0.162055335968379,0.0357145669147417,0.217391304347826,0.218255686701199
"cinderelladrunk",637.100131567,28,12,5.76991212507,5.90164167157,0.612652252307,14,14,40,41,-0.340659340659341,-0.384615384615385,0.120879120879121,0.164835164835165
"cinematicflash-",1908.69602361,71,37,5.82549591279,5.91085429602,0.533777045814,23,23,77,85,-0.0197628458498024,0.138339920948617,-0.075098814229249,-0.075098814229249
"cinergyhead",1529.92317963,79,31,5.70891795777,5.84493297675,0.612746710062,34,34,102,106,0.130357350697472,0.127013335298733,0.0732144024465255,-0.0268338032321268
"Cinghiamattanza",4371.49056257,213,91,4.82006610285,4.89823618728,0.865937886385,101,106,150,221,0.122967137020452,0.072452988549702,0.121542680497465,0.0316390189049664
"cintakari",988.04485319,36,19,5.9190864157,5.9414204896,0.404940569184,37,37,60,63,0.024024024024024,0.159639278376944,-0.0990990990990991,-0.0753015464042187
"cintiaalbuquerq",840.961239186,36,15,5.81188116688,6.07470565949,0.705833506762,10,10,72,73,-0.111111111111111,-0.111111111111111,0.111111111111111,0.0222222222222222
"cintiamv",614.740822272,24,10,5.74834816871,5.85878795729,0.550926281823,13,13,71,73,-0.102564102564103,0.167745426580065,0.102564102564103,0.400008324921695
"Cipherix",1305.76270756,50,21,4.46552749901,4.48926924576,0.734263525296,42,43,91,100,-0.155723442906533,-0.156452830705126,0.0929692196456912,0.00700535062858775
"cippicla",952.796856924,44,19,5.89134922965,6.02287769326,0.566850926174,10,10,97,100,-0.0666666666666667,0.0222222222222222,0.111111111111111,0.288888888888889
"CircaLife",848.346525071,34,13,5.66552210491,5.85528044011,0.734326616968,46,46,78,84,0.0845487437608718,0.0391007589867005,-0.122824041965845,0.0359930523550744
"circawolfe",3810.45810508,175,79,5.3162767299,5.40888922502,0.700905264315,20,21,74,81,0.168421052631579,0.237467845072989,0.315789473684211,0.184697212834547
"circemarie",1783.64359329,76,34,5.42611800685,5.54157554696,0.733094320332,37,37,129,134,0.0300752219743784,-0.00603324426822223,0.18045133184627,0.268479369935889
"citizendiego",1554.87251739,72,28,5.82361501946,6.01576284174,0.60353301173,21,21,39,44,-0.187558878274013,-0.00515203889779322,0.140918969725047,0.163683399780442
"CitizenJu",2160.92390028,86,34,5.30301485286,5.45598430132,0.794640396469,15,15,111,126,0.0857142857142857,0.123809523809524,-0.123809523809524,-0.314285714285714
"cityisagrid",1826.02333465,74,34,5.32457129922,5.36648649883,0.741409774851,26,26,132,137,-0.0461538461538462,0.0494595734188149,0.0892307692307692,0.1669260602885
"cityofsoapsuds",382.76167083,28,9,5.94507595797,6.14277259012,0.573568109917,17,17,43,46,0.420667070631545,0.450187566816215,-0.228783845431191,-0.110701860692512
"civiyup",2092.6456921,95,37,5.46786285419,5.61161392423,0.70716321408,36,36,81,91,0.117647207502865,0.230036645040638,0.190779255410051,0.137382996343715
"CJ43",568.044366141,46,11,5.89203329905,6.2033786067,0.780913465242,67,67,130,134,0.0778456843794071,0.0564030040165396,-0.0162932827770852,0.0727780696987608
"cjaafari",540.314048674,26,11,5.93814011574,5.98642326346,0.384971025547,22,22,97,112,0.156182580033888,0.266385705489423,0.208243440045184,0.18778008747615
"cjacko",1402.29769269,70,26,5.87345923918,5.96515674079,0.583798186791,12,12,81,83,0.181818181818182,0.212121212121212,0.151515151515152,0.303030303030303
"cjardieu",1268.35893518,62,24,5.82825346765,5.92741236103,0.477209383487,56,56,87,93,0.0182054654867051,-0.0830352728486764,0.115047178502545,0.0640536557379603
"cjb110",2414.9409974,119,50,5.67260564169,5.80880049327,0.631001234817,22,22,206,221,0.242950680052714,0.126642384576939,-0.0867681000188266,-0.0742386392347571
"CJ_BR",796.912613096,30,13,6.04614487436,6.19383753642,0.500494104936,16,16,70,75,0.316666666666667,0.359835785764961,-0.166666666666667,-0.0920510149631295
"CJBroetto",765.756317803,18,12,5.17034883649,5.20103950975,0.644901120509,15,15,119,120,-0.447619047619048,-0.40191847623425,0.0666666666666667,-0.0574169251763215
"CJC-S",3201.69439294,119,66,5.70048881327,5.77007326426,0.530905112236,11,11,84,92,0.127272727272727,0.163636363636364,-0.0909090909090909,0.163636363636364
"CJGAndrews",1061.0952813,50,17,5.42270018014,5.49904816294,0.713868775138,10,10,47,50,0.2,-0.111111111111111,0.288888888888889,0.244444444444444
